Microsoft (R) COFF/PE Dumper Version 10.00.30319.01
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file Engine.dll

File Type: DLL

  Section contains the following exports for Engine.dll

    00000000 characteristics
    3C1E2500 time date stamp Mon Dec 17 20:01:52 2001
        0.00 version
           1 ordinal base
        2892 number of functions
        2892 number of names

    ordinal hint RVA      name

          1    0 00002410 ??0CAnimData@@QAE@XZ
          2    1 00003AF0 ??0CAnimObject@@QAE@XZ
          3    2 000BA470 ??0CAnimSet@@QAE@ABV0@@Z
          4    3 0011D020 ??0CAnimSet@@QAE@XZ
          5    4 00025210 ??0CAnyProjection3D@@QAE@ABV0@@Z
          6    5 000251C0 ??0CAnyProjection3D@@QAE@XZ
          7    6 00078440 ??0CAttachedModel@@QAE@ABV0@@Z
          8    7 0007B680 ??0CAttachedModel@@QAE@XZ
          9    8 000868F0 ??0CAttachedModelPosition@@QAE@XZ
         10    9 00078650 ??0CAttachedSound@@QAE@ABV0@@Z
         11    A 0007BA90 ??0CAttachedSound@@QAE@XZ
         12    B 00011930 ??0CAttachmentModelObject@@QAE@ABV0@@Z
         13    C 000118E0 ??0CAttachmentModelObject@@QAE@XZ
         14    D 000F3640 ??0CAutoPrecacheModel@@QAE@XZ
         15    E 000F3580 ??0CAutoPrecacheSound@@QAE@XZ
         16    F 000F3700 ??0CAutoPrecacheTexture@@QAE@XZ
         17   10 0006CDC0 ??0CBoolDefaultFalse@@QAE@XZ
         18   11 00046100 ??0CBrush3D@@QAE@ABV0@@Z
         19   12 000FCA10 ??0CBrush3D@@QAE@XZ
         20   13 0009D2A0 ??0CBrushArchive@@QAE@AAV0@@Z
         21   14 0009D230 ??0CBrushArchive@@QAE@XZ
         22   15 000452B0 ??0CBrushEdge@@QAE@PAVCBrushVertex@@0@Z
         23   16 000452A0 ??0CBrushEdge@@QAE@XZ
         24   17 00046000 ??0CBrushMip@@QAE@AAV0@@Z
         25   18 00101700 ??0CBrushMip@@QAE@XZ
         26   19 00045260 ??0CBrushPlane@@QAE@XZ
         27   1A 00045B00 ??0CBrushPolygon@@QAE@ABV0@@Z
         28   1B 000458E0 ??0CBrushPolygon@@QAE@XZ
         29   1C 00045840 ??0CBrushPolygonTexture@@QAE@ABV0@@Z
         30   1D 00045790 ??0CBrushPolygonTexture@@QAE@XZ
         31   1E 001054B0 ??0CBrushSector@@QAE@ABV0@@Z
         32   1F 001055D0 ??0CBrushSector@@QAE@XZ
         33   20 00045530 ??0CBrushShadowLayer@@QAE@ABV0@@Z
         34   21 001094B0 ??0CBrushShadowLayer@@QAE@XZ
         35   22 000455F0 ??0CBrushShadowMap@@QAE@ABV0@@Z
         36   23 0010A1B0 ??0CBrushShadowMap@@QAE@XZ
         37   24 000451D0 ??0CBrushVertex@@QAE@XZ
         38   25 000AEEA0 ??0CCastRay@@QAE@PAVCEntity@@ABV?$Vector@M$02@@1@Z
         39   26 000AEBA0 ??0CCastRay@@QAE@PAVCEntity@@ABVCPlacement3D@@@Z
         40   27 000AED20 ??0CCastRay@@QAE@PAVCEntity@@ABVCPlacement3D@@M@Z
         41   28 000052F0 ??0CChangeable@@QAE@XZ
